FIPStxt,Stabr,area_name,Median_Household_Income_2018
48121,TX,"Denton County, TX","88,384"
48123,TX,"DeWitt County, TX","49,208"
48125,TX,"Dickens County, TX","39,627"
48127,TX,"Dimmit County, TX","37,177"
48129,TX,"Donley County, TX","40,945"
48131,TX,"Duval County, TX","35,156"
48133,TX,"Eastland County, TX","44,773"
48135,TX,"Ector County, TX","60,431"
48137,TX,"Edwards County, TX","37,812"
48139,TX,"Ellis County, TX","76,792"
48141,TX,"El Paso County, TX","43,948"
48143,TX,"Erath County, TX","47,087"
48145,TX,"Falls County, TX","37,428"
48147,TX,"Fannin County, TX","53,111"
48149,TX,"Fayette County, TX","55,776"
48151,TX,"Fisher County, TX","45,261"
48153,TX,"Floyd County, TX","39,891"
48155,TX,"Foard County, TX","37,648"
48157,TX,"Fort Bend County, TX","92,310"
48159,TX,"Franklin County, TX","48,222"
48161,TX,"Freestone County, TX","49,317"
48163,TX,"Frio County, TX","41,038"
48165,TX,"Gaines County, TX","56,321"
48167,TX,"Galveston County, TX","71,959"
48169,TX,"Garza County, TX","46,490"
48171,TX,"Gillespie County, TX","61,433"
48173,TX,"Glasscock County, TX","83,330"
48175,TX,"Goliad County, TX","55,008"
48177,TX,"Gonzales County, TX","49,829"
48179,TX,"Gray County, TX","49,121"
48181,TX,"Grayson County, TX","51,403"
48183,TX,"Gregg County, TX","50,610"
48185,TX,"Grimes County, TX","49,498"
48187,TX,"Guadalupe County, TX","73,864"
48189,TX,"Hale County, TX","42,782"
48191,TX,"Hall County, TX","32,597"
48193,TX,"Hamilton County, TX","49,210"
48195,TX,"Hansford County, TX","57,240"
48197,TX,"Hardeman County, TX","42,469"
48199,TX,"Hardin County, TX","60,909"
48201,TX,"Harris County, TX","60,241"
48203,TX,"Harrison County, TX","50,131"
48205,TX,"Hartley County, TX","72,451"
48207,TX,"Haskell County, TX","40,880"
48209,TX,"Hays County, TX","68,180"
48211,TX,"Hemphill County, TX","66,849"
48213,TX,"Henderson County, TX","43,337"
48215,TX,"Hidalgo County, TX","38,785"
48217,TX,"Hill County, TX","48,670"
48219,TX,"Hockley County, TX","46,764"
48221,TX,"Hood County, TX","60,917"
48223,TX,"Hopkins County, TX","52,079"
48225,TX,"Houston County, TX","39,533"
48227,TX,"Howard County, TX","50,423"
48229,TX,"Hudspeth County, TX","42,671"
48231,TX,"Hunt County, TX","53,360"
48233,TX,"Hutchinson County, TX","54,351"
48235,TX,"Irion County, TX","56,775"
48237,TX,"Jack County, TX","48,780"
48239,TX,"Jackson County, TX","54,088"
48241,TX,"Jasper County, TX","47,551"
48243,TX,"Jeff Davis County, TX","51,343"
48245,TX,"Jefferson County, TX","48,121"
48247,TX,"Jim Hogg County, TX","36,176"
48249,TX,"Jim Wells County, TX","41,919"
48251,TX,"Johnson County, TX","62,635"
48253,TX,"Jones County, TX","43,903"
48255,TX,"Karnes County, TX","48,743"
48257,TX,"Kaufman County, TX","67,434"
48259,TX,"Kendall County, TX","90,937"
48261,TX,"Kenedy County, TX","42,153"
48263,TX,"Kent County, TX","47,625"
48265,TX,"Kerr County, TX","53,704"
48267,TX,"Kimble County, TX","42,503"
48269,TX,"King County, TX","57,925"
48271,TX,"Kinney County, TX","43,192"
48273,TX,"Kleberg County, TX","42,605"
48275,TX,"Knox County, TX","39,726"
48277,TX,"Lamar County, TX","45,767"
48279,TX,"Lamb County, TX","42,700"
48281,TX,"Lampasas County, TX","55,151"
48283,TX,"La Salle County, TX","40,072"
48285,TX,"Lavaca County, TX","51,128"
48287,TX,"Lee County, TX","55,834"
48289,TX,"Leon County, TX","47,065"
48291,TX,"Liberty County, TX","52,577"
48293,TX,"Limestone County, TX","43,226"
48295,TX,"Lipscomb County, TX","57,332"
48297,TX,"Live Oak County, TX","48,814"
48299,TX,"Llano County, TX","54,019"
48301,TX,"Loving County, TX","78,637"
48303,TX,"Lubbock County, TX","50,377"
48305,TX,"Lynn County, TX","43,436"
48307,TX,"McCulloch County, TX","42,719"
48309,TX,"McLennan County, TX","48,858"
48311,TX,"McMullen County, TX","64,633"
48313,TX,"Madison County, TX","45,445"
48315,TX,"Marion County, TX","38,011"
48317,TX,"Martin County, TX","56,484"
48319,TX,"Mason County, TX","49,560"
48321,TX,"Matagorda County, TX","48,830"
48323,TX,"Maverick County, TX","35,594"
48325,TX,"Medina County, TX","59,304"
48327,TX,"Menard County, TX","35,881"
48329,TX,"Midland County, TX","80,189"
48331,TX,"Milam County, TX","46,720"
48333,TX,"Mills County, TX","47,068"
48335,TX,"Mitchell County, TX","48,529"
48337,TX,"Montague County, TX","50,542"
48339,TX,"Montgomery County, TX","77,598"
48341,TX,"Moore County, TX","53,785"
48343,TX,"Morris County, TX","41,418"
48345,TX,"Motley County, TX","41,009"
48347,TX,"Nacogdoches County, TX","45,357"
48349,TX,"Navarro County, TX","46,259"
48351,TX,"Newton County, TX","43,367"
48353,TX,"Nolan County, TX","42,522"
48355,TX,"Nueces County, TX","53,034"
48357,TX,"Ochiltree County, TX","49,845"
48359,TX,"Oldham County, TX","56,590"
48361,TX,"Orange County, TX","56,556"
48363,TX,"Palo Pinto County, TX","46,067"
48365,TX,"Panola County, TX","51,192"
48367,TX,"Parker County, TX","73,718"
48369,TX,"Parmer County, TX","50,539"
48371,TX,"Pecos County, TX","47,008"
48373,TX,"Polk County, TX","46,017"
48375,TX,"Potter County, TX","41,912"
48377,TX,"Presidio County, TX","37,738"
48379,TX,"Rains County, TX","47,572"
48381,TX,"Randall County, TX","69,600"
48383,TX,"Reagan County, TX","65,273"
48385,TX,"Real County, TX","39,506"
48387,TX,"Red River County, TX","42,233"
48389,TX,"Reeves County, TX","45,341"
48391,TX,"Refugio County, TX","44,821"
48393,TX,"Roberts County, TX","67,470"
48395,TX,"Robertson County, TX","44,917"
48397,TX,"Rockwall County, TX","102,858"
48399,TX,"Runnels County, TX","42,205"
48401,TX,"Rusk County, TX","49,788"
48403,TX,"Sabine County, TX","40,641"
48405,TX,"San Augustine County, TX","38,826"
48407,TX,"San Jacinto County, TX","47,028"
48409,TX,"San Patricio County, TX","53,559"
48411,TX,"San Saba County, TX","43,827"
48413,TX,"Schleicher County, TX","47,317"
48415,TX,"Scurry County, TX","53,059"
48417,TX,"Shackelford County, TX","57,126"
48419,TX,"Shelby County, TX","41,961"
48421,TX,"Sherman County, TX","57,052"
48423,TX,"Smith County, TX","56,848"
48425,TX,"Somervell County, TX","63,929"
48427,TX,"Starr County, TX","30,490"
48429,TX,"Stephens County, TX","43,115"
48431,TX,"Sterling County, TX","59,064"
48433,TX,"Stonewall County, TX","46,915"
48435,TX,"Sutton County, TX","54,774"
48437,TX,"Swisher County, TX","43,084"
48439,TX,"Tarrant County, TX","66,059"
48441,TX,"Taylor County, TX","48,040"
48443,TX,"Terrell County, TX","41,413"
48445,TX,"Terry County, TX","41,268"
48447,TX,"Throckmorton County, TX","42,701"
48449,TX,"Titus County, TX","45,604"
48451,TX,"Tom Green County, TX","51,393"
48453,TX,"Travis County, TX","76,255"
48455,TX,"Trinity County, TX","40,486"
48457,TX,"Tyler County, TX","44,041"
48459,TX,"Upshur County, TX","48,554"
48461,TX,"Upton County, TX","53,867"
48463,TX,"Uvalde County, TX","39,725"
48465,TX,"Val Verde County, TX","44,276"
48467,TX,"Van Zandt County, TX","51,152"
48469,TX,"Victoria County, TX","51,646"
48471,TX,"Walker County, TX","43,681"
48473,TX,"Waller County, TX","59,807"
48475,TX,"Ward County, TX","53,621"
48477,TX,"Washington County, TX","54,332"
48479,TX,"Webb County, TX","44,919"
48481,TX,"Wharton County, TX","48,040"
48483,TX,"Wheeler County, TX","48,018"
48485,TX,"Wichita County, TX","47,477"
48487,TX,"Wilbarger County, TX","44,735"
48489,TX,"Willacy County, TX","33,171"
48491,TX,"Williamson County, TX","87,817"
48493,TX,"Wilson County, TX","71,207"
48495,TX,"Winkler County, TX","56,781"
48497,TX,"Wise County, TX","66,387"
48499,TX,"Wood County, TX","48,384"
48501,TX,"Yoakum County, TX","61,560"
48503,TX,"Young County, TX","49,301"
48505,TX,"Zapata County, TX","33,160"
48507,TX,"Zavala County, TX","30,076"
49000,UT,Utah,"71,381"
49001,UT,"Beaver County, UT","55,940"
49003,UT,"Box Elder County, UT","62,689"
49005,UT,"Cache County, UT","60,315"
49007,UT,"Carbon County, UT","51,394"
49009,UT,"Daggett County, UT","58,910"
49011,UT,"Davis County, UT","84,381"
49013,UT,"Duchesne County, UT","60,767"
49015,UT,"Emery County, UT","54,213"
49017,UT,"Garfield County, UT","51,028"
49019,UT,"Grand County, UT","50,750"
49021,UT,"Iron County, UT","51,393"
49023,UT,"Juab County, UT","65,379"
49025,UT,"Kane County, UT","52,355"
49027,UT,"Millard County, UT","58,644"
49029,UT,"Morgan County, UT","98,875"
49031,UT,"Piute County, UT","40,387"
49033,UT,"Rich County, UT","60,695"
49035,UT,"Salt Lake County, UT","73,619"
49037,UT,"San Juan County, UT","42,982"
49039,UT,"Sanpete County, UT","52,910"
49041,UT,"Sevier County, UT","54,339"
49043,UT,"Summit County, UT","105,374"
49045,UT,"Tooele County, UT","73,584"
49047,UT,"Uintah County, UT","63,631"
49049,UT,"Utah County, UT","75,296"
49051,UT,"Wasatch County, UT","85,380"
49053,UT,"Washington County, UT","57,069"
49055,UT,"Wayne County, UT","47,175"
49057,UT,"Weber County, UT","68,106"
50000,VT,Vermont,"60,917"
50001,VT,"Addison County, VT","68,878"
50003,VT,"Bennington County, VT","52,510"
50005,VT,"Caledonia County, VT","50,368"
50007,VT,"Chittenden County, VT","74,240"
50009,VT,"Essex County, VT","43,671"
50011,VT,"Franklin County, VT","61,129"
50013,VT,"Grand Isle County, VT","67,746"
50015,VT,"Lamoille County, VT","60,230"
50017,VT,"Orange County, VT","62,300"
50019,VT,"Orleans County, VT","48,688"
50021,VT,"Rutland County, VT","51,723"
50023,VT,"Washington County, VT","61,808"
50025,VT,"Windham County, VT","54,441"
50027,VT,"Windsor County, VT","57,438"
51000,VA,Virginia,"72,600"
51001,VA,"Accomack County, VA","42,879"
51003,VA,"Albemarle County, VA","80,392"
51005,VA,"Alleghany County, VA","46,538"
51007,VA,"Amelia County, VA","57,280"
51009,VA,"Amherst County, VA","50,580"
51011,VA,"Appomattox County, VA","51,131"
51013,VA,"Arlington County, VA","120,950"
51015,VA,"Augusta County, VA","60,556"
51017,VA,"Bath County, VA","50,564"
51019,VA,"Bedford County, VA","61,186"
51021,VA,"Bland County, VA","47,681"
51023,VA,"Botetourt County, VA","71,874"
51025,VA,"Brunswick County, VA","41,803"
51027,VA,"Buchanan County, VA","32,144"
51029,VA,"Buckingham County, VA","45,889"
51031,VA,"Campbell County, VA","51,525"
51033,VA,"Caroline County, VA","67,335"
51035,VA,"Carroll County, VA","41,517"
51036,VA,"Charles City County, VA","56,872"
51037,VA,"Charlotte County, VA","41,382"
51041,VA,"Chesterfield County, VA","80,734"
51043,VA,"Clarke County, VA","84,021"
51045,VA,"Craig County, VA","50,858"
51047,VA,"Culpeper County, VA","72,111"
51049,VA,"Cumberland County, VA","46,300"
51051,VA,"Dickenson County, VA","35,047"
51053,VA,"Dinwiddie County, VA","57,257"
51057,VA,"Essex County, VA","50,785"
51059,VA,"Fairfax County, VA","122,035"
51061,VA,"Fauquier County, VA","93,462"
51063,VA,"Floyd County, VA","48,315"
51065,VA,"Fluvanna County, VA","73,463"
51067,VA,"Franklin County, VA","53,522"
51069,VA,"Frederick County, VA","77,684"
51071,VA,"Giles County, VA","50,591"
51073,VA,"Gloucester County, VA","70,938"
51075,VA,"Goochland County, VA","89,331"
51077,VA,"Grayson County, VA","37,550"
51079,VA,"Greene County, VA","67,498"
51081,VA,"Greensville County, VA","43,533"
51083,VA,"Halifax County, VA","43,096"
51085,VA,"Hanover County, VA","91,028"
51087,VA,"Henrico County, VA","68,581"
51089,VA,"Henry County, VA","36,471"
51091,VA,"Highland County, VA","45,089"
51093,VA,"Isle of Wight County, VA","72,993"
51095,VA,"James City County, VA","86,541"
51097,VA,"King and Queen County, VA","51,124"
51099,VA,"King George County, VA","86,619"
51101,VA,"King William County, VA","68,724"
51103,VA,"Lancaster County, VA","52,814"
51105,VA,"Lee County, VA","34,796"
51107,VA,"Loudoun County, VA","140,382"
51109,VA,"Louisa County, VA","63,714"
51111,VA,"Lunenburg County, VA","41,421"
51113,VA,"Madison County, VA","60,450"
51115,VA,"Mathews County, VA","61,764"
51117,VA,"Mecklenburg County, VA","44,832"
51119,VA,"Middlesex County, VA","54,871"
51121,VA,"Montgomery County, VA","52,538"
51125,VA,"Nelson County, VA","56,690"
51127,VA,"New Kent County, VA","90,858"
51131,VA,"Northampton County, VA","43,157"
51133,VA,"Northumberland County, VA","55,418"
51135,VA,"Nottoway County, VA","46,368"
51137,VA,"Orange County, VA","63,681"
51139,VA,"Page County, VA","49,073"
51141,VA,"Patrick County, VA","42,862"
51143,VA,"Pittsylvania County, VA","44,710"
51145,VA,"Powhatan County, VA","88,475"
51147,VA,"Prince Edward County, VA","48,450"
51149,VA,"Prince George County, VA","68,133"
51153,VA,"Prince William County, VA","106,200"
51155,VA,"Pulaski County, VA","50,834"
51157,VA,"Rappahannock County, VA","71,035"
51159,VA,"Richmond County, VA","49,399"
51161,VA,"Roanoke County, VA","68,734"
51163,VA,"Rockbridge County, VA","53,413"
51165,VA,"Rockingham County, VA","61,375"
51167,VA,"Russell County, VA","38,966"
51169,VA,"Scott County, VA","40,161"
51171,VA,"Shenandoah County, VA","55,283"
51173,VA,"Smyth County, VA","40,972"
51175,VA,"Southampton County, VA","52,741"
51177,VA,"Spotsylvania County, VA","86,695"
51179,VA,"Stafford County, VA","108,421"
51181,VA,"Surry County, VA","54,663"
51183,VA,"Sussex County, VA","43,031"
51185,VA,"Tazewell County, VA","42,074"
51187,VA,"Warren County, VA","65,635"
51191,VA,"Washington County, VA","45,510"
51193,VA,"Westmoreland County, VA","51,414"
51195,VA,"Wise County, VA","38,045"
51197,VA,"Wythe County, VA","46,345"
51199,VA,"York County, VA","86,317"
51510,VA,"Alexandria city, VA","99,425"
51520,VA,"Bristol city, VA","36,903"
51530,VA,"Buena Vista city, VA","43,390"
51540,VA,"Charlottesville city, VA","56,997"
51550,VA,"Chesapeake city, VA","78,846"
51570,VA,"Colonial Heights city, VA","56,800"
51580,VA,"Covington city, VA","40,504"
51590,VA,"Danville city, VA","36,015"
51595,VA,"Emporia city, VA","36,908"
51600,VA,"Fairfax city, VA","105,532"
51610,VA,"Falls Church city, VA","137,551"
51620,VA,"Franklin city, VA","37,327"
51630,VA,"Fredericksburg city, VA","58,448"
51640,VA,"Galax city, VA","36,571"
51650,VA,"Hampton city, VA","54,763"
51660,VA,"Harrisonburg city, VA","42,640"
51670,VA,"Hopewell city, VA","42,568"
51678,VA,"Lexington city, VA","48,726"
51680,VA,"Lynchburg city, VA","43,200"
51683,VA,"Manassas city, VA","79,141"
51685,VA,"Manassas Park city, VA","77,032"
51690,VA,"Martinsville city, VA","33,892"
51700,VA,"Newport News city, VA","50,283"
51710,VA,"Norfolk city, VA","48,519"
51720,VA,"Norton city, VA","34,442"
51730,VA,"Petersburg city, VA","37,049"
51735,VA,"Poquoson city, VA","96,057"
51740,VA,"Portsmouth city, VA","47,343"
51750,VA,"Radford city, VA","39,254"
51760,VA,"Richmond city, VA","48,747"
51770,VA,"Roanoke city, VA","42,715"
51775,VA,"Salem city, VA","57,274"
51790,VA,"Staunton city, VA","47,319"
51800,VA,"Suffolk city, VA","69,753"
51810,VA,"Virginia Beach city, VA","76,520"
51820,VA,"Waynesboro city, VA","47,117"
51830,VA,"Williamsburg city, VA","52,845"
51840,VA,"Winchester city, VA","51,456"
53000,WA,Washington,"74,023"
53001,WA,"Adams County, WA","52,012"
53003,WA,"Asotin County, WA","49,776"
53005,WA,"Benton County, WA","69,212"
53007,WA,"Chelan County, WA","57,243"
53009,WA,"Clallam County, WA","57,183"
53011,WA,"Clark County, WA","73,971"
53013,WA,"Columbia County, WA","53,700"
53015,WA,"Cowlitz County, WA","58,624"
53017,WA,"Douglas County, WA","65,912"
53019,WA,"Ferry County, WA","40,468"
53021,WA,"Franklin County, WA","60,483"
53023,WA,"Garfield County, WA","50,185"
53025,WA,"Grant County, WA","53,688"
53027,WA,"Grays Harbor County, WA","48,763"
53029,WA,"Island County, WA","65,987"
53031,WA,"Jefferson County, WA","55,893"
53033,WA,"King County, WA","94,822"
53035,WA,"Kitsap County, WA","76,530"
53037,WA,"Kittitas County, WA","55,624"
53039,WA,"Klickitat County, WA","56,503"
53041,WA,"Lewis County, WA","57,019"
53043,WA,"Lincoln County, WA","53,326"
53045,WA,"Mason County, WA","58,239"
53047,WA,"Okanogan County, WA","48,345"
53049,WA,"Pacific County, WA","46,365"
53051,WA,"Pend Oreille County, WA","49,750"
53053,WA,"Pierce County, WA","75,022"
53055,WA,"San Juan County, WA","62,249"
53057,WA,"Skagit County, WA","70,955"
53059,WA,"Skamania County, WA","64,344"
53061,WA,"Snohomish County, WA","87,096"
53063,WA,"Spokane County, WA","59,408"
53065,WA,"Stevens County, WA","51,183"
53067,WA,"Thurston County, WA","72,400"
53069,WA,"Wahkiakum County, WA","55,692"
53071,WA,"Walla Walla County, WA","57,329"
53073,WA,"Whatcom County, WA","62,262"
53075,WA,"Whitman County, WA","45,389"
53077,WA,"Yakima County, WA","51,377"
54000,WN,West Virginia,"44,038"
54001,WV,"Barbour County, WV","39,776"
54003,WV,"Berkeley County, WV","59,619"
54005,WV,"Boone County, WV","38,110"
54007,WV,"Braxton County, WV","39,292"
54009,WV,"Brooke County, WV","48,342"
54011,WV,"Cabell County, WV","39,790"
54013,WV,"Calhoun County, WV","36,384"
54015,WV,"Clay County, WV","35,983"
54017,WV,"Doddridge County, WV","44,725"
54019,WV,"Fayette County, WV","37,867"
54021,WV,"Gilmer County, WV","38,173"
54023,WV,"Grant County, WV","42,146"
54025,WV,"Greenbrier County, WV","37,665"
54027,WV,"Hampshire County, WV","44,442"
54029,WV,"Hancock County, WV","47,299"
54031,WV,"Hardy County, WV","43,573"
54033,WV,"Harrison County, WV","47,942"
54035,WV,"Jackson County, WV","48,731"
54037,WV,"Jefferson County, WV","75,027"
54039,WV,"Kanawha County, WV","41,926"
54041,WV,"Lewis County, WV","40,691"
54043,WV,"Lincoln County, WV","39,766"
54045,WV,"Logan County, WV","34,894"
54047,WV,"McDowell County, WV","27,292"
54049,WV,"Marion County, WV","46,244"
54051,WV,"Marshall County, WV","50,064"
54053,WV,"Mason County, WV","43,050"
54055,WV,"Mercer County, WV","37,860"
54057,WV,"Mineral County, WV","48,578"
54059,WV,"Mingo County, WV","32,917"
54061,WV,"Monongalia County, WV","51,070"
54063,WV,"Monroe County, WV","38,171"
54065,WV,"Morgan County, WV","49,487"
54067,WV,"Nicholas County, WV","38,572"
54069,WV,"Ohio County, WV","48,689"
54071,WV,"Pendleton County, WV","40,415"
54073,WV,"Pleasants County, WV","50,768"
54075,WV,"Pocahontas County, WV","39,467"
54077,WV,"Preston County, WV","47,101"
54079,WV,"Putnam County, WV","61,995"
54081,WV,"Raleigh County, WV","41,298"
54083,WV,"Randolph County, WV","40,064"
54085,WV,"Ritchie County, WV","43,717"
54087,WV,"Roane County, WV","36,658"
54089,WV,"Summers County, WV","34,768"
54091,WV,"Taylor County, WV","46,370"
54093,WV,"Tucker County, WV","48,070"
54095,WV,"Tyler County, WV","46,054"
54097,WV,"Upshur County, WV","41,213"
54099,WV,"Wayne County, WV","38,704"
54101,WV,"Webster County, WV","34,054"
54103,WV,"Wetzel County, WV","44,685"
54105,WV,"Wirt County, WV","44,837"
54107,WV,"Wood County, WV","45,278"
54109,WV,"Wyoming County, WV","35,460"
55000,WI,Wisconsin,"60,779"
55001,WI,"Adams County, WI","43,000"
55003,WI,"Ashland County, WI","44,627"
55005,WI,"Barron County, WI","50,344"
55007,WI,"Bayfield County, WI","53,637"
55009,WI,"Brown County, WI","62,097"
55011,WI,"Buffalo County, WI","59,087"
55013,WI,"Burnett County, WI","55,295"
55015,WI,"Calumet County, WI","72,645"
55017,WI,"Chippewa County, WI","59,528"
55019,WI,"Clark County, WI","55,245"
55021,WI,"Columbia County, WI","65,435"
55023,WI,"Crawford County, WI","49,200"
55025,WI,"Dane County, WI","71,789"
55027,WI,"Dodge County, WI","63,608"
55029,WI,"Door County, WI","61,221"
55031,WI,"Douglas County, WI","50,637"
55033,WI,"Dunn County, WI","57,506"
55035,WI,"Eau Claire County, WI","60,111"
55037,WI,"Florence County, WI","53,188"
55039,WI,"Fond du Lac County, WI","59,428"
55041,WI,"Forest County, WI","45,156"
55043,WI,"Grant County, WI","57,328"
55045,WI,"Green County, WI","63,160"
55047,WI,"Green Lake County, WI","55,512"
55049,WI,"Iowa County, WI","68,017"
55051,WI,"Iron County, WI","44,130"
55053,WI,"Jackson County, WI","52,919"
55055,WI,"Jefferson County, WI","65,831"
55057,WI,"Juneau County, WI","52,891"
55059,WI,"Kenosha County, WI","65,013"
55061,WI,"Kewaunee County, WI","63,612"
55063,WI,"La Crosse County, WI","60,619"
55065,WI,"Lafayette County, WI","60,711"
55067,WI,"Langlade County, WI","51,334"
55069,WI,"Lincoln County, WI","56,645"
55071,WI,"Manitowoc County, WI","56,466"
55073,WI,"Marathon County, WI","63,442"
55075,WI,"Marinette County, WI","50,670"
55077,WI,"Marquette County, WI","46,964"
55078,WI,"Menominee County, WI","40,682"
55079,WI,"Milwaukee County, WI","49,771"
55081,WI,"Monroe County, WI","58,391"
55083,WI,"Oconto County, WI","59,983"
55085,WI,"Oneida County, WI","53,805"
55087,WI,"Outagamie County, WI","65,993"
55089,WI,"Ozaukee County, WI","83,014"
55091,WI,"Pepin County, WI","56,348"
55093,WI,"Pierce County, WI","75,421"
55095,WI,"Polk County, WI","59,990"
55097,WI,"Portage County, WI","59,032"
55099,WI,"Price County, WI","47,032"
55101,WI,"Racine County, WI","60,349"
55103,WI,"Richland County, WI","53,050"
55105,WI,"Rock County, WI","57,675"
55107,WI,"Rusk County, WI","48,448"
55109,WI,"St. Croix County, WI","82,575"
55111,WI,"Sauk County, WI","57,256"
55113,WI,"Sawyer County, WI","46,490"
55115,WI,"Shawano County, WI","56,022"
55117,WI,"Sheboygan County, WI","61,906"
55119,WI,"Taylor County, WI","56,981"
55121,WI,"Trempealeau County, WI","56,978"
55123,WI,"Vernon County, WI","51,692"
55125,WI,"Vilas County, WI","47,198"
55127,WI,"Walworth County, WI","64,234"
55129,WI,"Washburn County, WI","50,482"
55131,WI,"Washington County, WI","75,799"
55133,WI,"Waukesha County, WI","87,333"
55135,WI,"Waupaca County, WI","58,648"
55137,WI,"Waushara County, WI","52,340"
55139,WI,"Winnebago County, WI","57,785"
55141,WI,"Wood County, WI","55,879"
56000,WI,Wyoming,"62,259"
56001,WY,"Albany County, WY","47,561"
56003,WY,"Big Horn County, WY","55,195"
56005,WY,"Campbell County, WY","78,112"
56007,WY,"Carbon County, WY","61,773"
56009,WY,"Converse County, WY","68,162"
56011,WY,"Crook County, WY","64,053"
56013,WY,"Fremont County, WY","51,204"
56015,WY,"Goshen County, WY","51,676"
56017,WY,"Hot Springs County, WY","49,356"
56019,WY,"Johnson County, WY","57,676"
56021,WY,"Laramie County, WY","63,839"
56023,WY,"Lincoln County, WY","69,598"
56025,WY,"Natrona County, WY","64,714"
56027,WY,"Niobrara County, WY","51,036"
56029,WY,"Park County, WY","58,873"
56031,WY,"Platte County, WY","54,165"
56033,WY,"Sheridan County, WY","58,307"
56035,WY,"Sublette County, WY","74,570"
56037,WY,"Sweetwater County, WY","73,315"
56039,WY,"Teton County, WY","99,087"
56041,WY,"Uinta County, WY","63,401"
56043,WY,"Washakie County, WY","55,190"
56045,WY,"Weston County, WY","54,319"
72000,PR,Puerto Rico,
72001,PR,"Adjuntas Municipio, PR",
72003,PR,"Aguada Municipio, PR",
72005,PR,"Aguadilla Municipio, PR",
72007,PR,"Aguas Buenas Municipio, PR",
72009,PR,"Aibonito Municipio, PR",
72011,PR,"Anasco Municipio, PR",
72013,PR,"Arecibo Municipio, PR",
72015,PR,"Arroyo Municipio, PR",
72017,PR,"Barceloneta Municipio, PR",
72019,PR,"Barranquitas Municipio, PR",
72021,PR,"Bayamon Municipio, PR",
72023,PR,"Cabo Rojo Municipio, PR",
72025,PR,"Caguas Municipio, PR",
72027,PR,"Camuy Municipio, PR",
72029,PR,"Canovanas Municipio, PR",
72031,PR,"Carolina Municipio, PR",
72033,PR,"Catano Municipio, PR",
72035,PR,"Cayey Municipio, PR",
72037,PR,"Ceiba Municipio, PR",
72039,PR,"Ciales Municipio, PR",
72041,PR,"Cidra Municipio, PR",
72043,PR,"Coamo Municipio, PR",
72045,PR,"Comerio Municipio, PR",
72047,PR,"Corozal Municipio, PR",
72049,PR,"Culebra Municipio, PR",
72051,PR,"Dorado Municipio, PR",
72053,PR,"Fajardo Municipio, PR",
72054,PR,"Florida Municipio, PR",
72055,PR,"Guanica Municipio, PR",
72057,PR,"Guayama Municipio, PR",
72059,PR,"Guayanilla Municipio, PR",
72061,PR,"Guaynabo Municipio, PR",
72063,PR,"Gurabo Municipio, PR",
72065,PR,"Hatillo Municipio, PR",
72067,PR,"Hormigueros Municipio, PR",
72069,PR,"Humacao Municipio, PR",
72071,PR,"Isabela Municipio, PR",
72073,PR,"Jayuya Municipio, PR",
72075,PR,"Juana Diaz Municipio, PR",
72077,PR,"Juncos Municipio, PR",
72079,PR,"Lajas Municipio, PR",
72081,PR,"Lares Municipio, PR",
72083,PR,"Las Marias Municipio, PR",
72085,PR,"Las Piedras Municipio, PR",
72087,PR,"Loiza Municipio, PR",
72089,PR,"Luquillo Municipio, PR",
72091,PR,"Manati Municipio, PR",
72093,PR,"Maricao Municipio, PR",
72095,PR,"Maunabo Municipio, PR",
72097,PR,"Mayaguez Municipio, PR",
72099,PR,"Moca Municipio, PR",
72101,PR,"Morovis Municipio, PR",
72103,PR,"Naguabo Municipio, PR",
72105,PR,"Naranjito Municipio, PR",
72107,PR,"Orocovis Municipio, PR",
72109,PR,"Patillas Municipio, PR",
72111,PR,"Penuelas Municipio, PR",
72113,PR,"Ponce Municipio, PR",
72115,PR,"Quebradillas Municipio, PR",
72117,PR,"Rincon Municipio, PR",
72119,PR,"Rio Grande Municipio, PR",
72121,PR,"Sabana Grande Municipio, PR",
72123,PR,"Salinas Municipio, PR",
72125,PR,"San German Municipio, PR",
72127,PR,"San Juan Municipio, PR",
72129,PR,"San Lorenzo Municipio, PR",
72131,PR,"San Sebastian Municipio, PR",
72133,PR,"Santa Isabel Municipio, PR",
72135,PR,"Toa Alta Municipio, PR",
72137,PR,"Toa Baja Municipio, PR",
72139,PR,"Trujillo Alto Municipio, PR",
72141,PR,"Utuado Municipio, PR",
72143,PR,"Vega Alta Municipio, PR",
72145,PR,"Vega Baja Municipio, PR",
72147,PR,"Vieques Municipio, PR",
72149,PR,"Villalba Municipio, PR",
72151,PR,"Yabucoa Municipio, PR",
72153,PR,"Yauco Municipio, PR",
